,protein_name
3865,KCNIP4_KCIP4
3866,LILRB5_LIRB5
3867,GCNT1_GCNT1
3868,TSR3_TSR3
3869,SEMA7A_Semaphorin_7A
3870,CHST5_CHST5
3871,ST8SIA4_SIA8D
3872,BNIP3_BNIP3
3873,C20orf173_CT173
3874,CEACAM19_CEA19
3875,ADAM23_ADAM_23
3876,NEGR1_NEGR1
3877,CLEC2D_CLC2D
3878,LILRA6_LIRA6
3879,ERO1L_ERO1A
3880,VAMP8_VAMP8
3881,G6B_G6B
3882,FAM209B_F209B
3883,TSNARE1_TSNA1
3884,KEL_KELL
3885,MAN1B1_MA1B1
3886,C22orf15_CV015
3887,ECEL1_ECEL1
3888,BTN3A1_BT3A1
3889,B3GNT6_B3GN6
3890,MATN4_MATN4
3891,DRAXIN_DRAXI
3892,CDSN_CDSN
3893,SYT11_SYT11
3894,GALNT1_GALT1
3895,PDILT_PDILT
3896,RMDN1_RMD1
3897,CDY1_CDY1
3898,FSTL5_FSTL5
3899,CD2_CD2
3900,CABP7_CABP7
3901,CABLES2_CABL2
3902,OOSP2_PLACL
3903,SMIM24_CS077
3904,DNAJB11_DJB11
3905,GRPEL1_GRPE1
3906,SEMG1_Semenogelin
3907,OSCAR_OSCAR
3908,SERPINI2_SPI2
3909,IGDCC3_IGDC3
3910,SYT7_SYT7
3911,MRPL52_RM52
3912,IL21_IL_21
3913,APOA2_Apo_A_II
3914,VWA2_VWA2
3915,LAIR2_LAIR2
3916,C1QL4_C1QL4
3917,MSRA_MSRA
3918,SLITRK4_SLIK4
3919,CELA2A_ELA2A
3920,MGAT4B_MGT4B
3921,CPN1_CBPN
3922,GCNT2_GNT2C
3923,KAZALD1_KAZD1
3924,ITIH3_ITIH3
3925,PDIA4_PDIA4
3926,WFDC8_WFDC8
3927,FAM173A_F173A
3928,NGRN_NGRN
3929,LEG1_CF058
3930,C4BPB_C4b_binding_protein_beta_chain
3931,FUT10_FUT10
3932,PCDHA4_PCDA4
3933,H6PD_G6PE
3934,LACRT_lacritin
3935,VAPA_VAPA
3936,TMEM132C_T132C
3937,PCDHGA2_PCDG2
3938,DEPP_DEPP
3939,NFASC_NFASC
3940,IFNA14_IFN14
3941,VAPB_VAPB
3942,C19orf80_TD26
3943,CEACAM7_CEAM7
3944,GP5_GPV
3945,STX3_STX3
3946,PPM1L_PPM1L
3947,CHST3_CHST3
3948,SLMAP_SLMAP
3949,IFNLR1_CRF2_12
3950,PCDHAC1_PCDC1
3951,NPTN_NPTN
3952,IFNW1_IFN_w
3953,DNAJC15_DJC15
3954,FAM20B_FA20B
3955,SYN3_SYN3
3956,LRFN2_LRFN2
3957,ISCU_ISCU
3958,SEMA6C_SEMA6C
3959,RFNG_RFNG
3960,CEACAM21_CEA21
3961,FBP1_F16P1
3962,IK_RED
3963,MGAT4C_MGT4C
3964,APLP1_Amyloid_like_protein_1
3965,RNASE1_RNase_1
3966,CYB5R3_NADH_cytochrome_b5_reductase
3967,ATP1B2_AT1B2
3968,CKAP4_CKAP4
3969,S100A13_S100A13
3970,TRAT1_TRAT1
3971,MMGT1_MMGT1
3972,COCH_COCH
3973,ST6GALNAC6_SIA7F
3974,TMPRSS11A_TM11A
3975,P2RX6_P2RX6
3976,COLGALT2_GT252
3977,MBTPS1_MBTP1
3978,VSTM4_CJ072
3979,IGFLR1_TM149
3980,CELF2_CELF2
3981,FREM2_FREM2
3982,GORAB_GORAB
3983,BCL2L10_B2L10
3984,C1QTNF3_C1QT3
3985,QKI_QKI
3986,PTH2_TIP39
3987,PRG2_EMBP
3988,CHST14_CHSTE
3989,OSTN_OSTN
3990,SERPINA9_SPA9
3991,SPTLC2_LCB2
3992,LRRC32_LRC32
3993,ANK2_ANK2
3994,YWHAQ_14_3_3_protein_theta
3995,CRELD1_CREL1
3996,LMAN2_Lectin__mannose_binding_2
3997,MYBPC1_MYPC1
3998,NPPB_N_terminal_pro_BNP
3999,NBR1_NBR1
4000,FMR1_FMR1
4001,CFTR_CFTR
4002,VAMP4_VAMP4
4003,OPALIN_OPALI
4004,ITGB6_ITB6
4005,STX2_STX2
4006,FATE1_FATE1
4007,RTF1_RTF1
4008,RNF148_RN148
4009,TIMM50_TIM50
4010,CISD1_ZCD1
4011,NDUFB11_NDUBB
4012,NDUFV2_NDUV2
4013,SFRP2_SARP_1
4014,CLEC4D_CLC4D
4015,HTATIP2_HTAI2
4016,JAG1_JAG1
4017,ITGB5_ITB5
4018,HLA_DQA2_DQA2
4019,RNF215_RN215
4020,CHKB_CHKB
4021,SNN_SNN
4022,CDH11_Cadherin_11
4023,ITM2A_ITM2A
4024,ZP4_ZP4
4025,CLPSL2_CF126
4026,SH3BP2_3BP2
4027,NFU1_NFU1
4028,KIR2DL2_KI2L2
4029,UNC5B_UNC5B
4030,C9orf89_BINCA
4031,CHST11_CHSTB
4032,EDDM3B_EP3B
4033,KNG1_Kininogen__HMW
4034,EFNB3_Ephrin_B3
4035,CLEC2B_CLC2B
4036,LILRA5_LIRA5
4037,ATP5J_CF6
4038,PRDX4_PRDX4
4039,LIF_LIF
4040,CCDC90B_CC90B
4041,KLRC3_NKG2E
4042,CD79A_CD79A
4043,CCDC167_CC167
4044,CHST1_CHST1
4045,GOSR1_GOS_28
4046,B4GALT7_B4GT7
4047,GLCE_GLCE
4048,SPATA9_SPAT9
4049,C1QTNF5_C1QTNF5
4050,IGFBPL1_IBPL1
4051,GBP6_GBP6
4052,C1D_C1D
4053,HRASLS2_HRSL2
4054,ST6GALNAC2_SIA7B
4055,MSRB3_MSRB3
4056,ABHD12_ABD12
4057,DCLK3_DCLK3
4058,ADAM32_ADA32
4059,BNIP3L_BNI3L
4060,SMR3A_SMR3A
4061,FAM19A3_F19A3
4062,ESAM_ESAM
4063,SERF1A_SERF1
4064,PSG11_PSG11
4065,QPCT_Glutaminyl_cyclase
4066,COX4I2_COX42
4067,ANKRD46_ANR46
4068,MTIF3_IF3M
4069,SCO1_SCO1
4070,NCR3LG1_NR3L1
4071,FAM151A_F151A
4072,NTS_NEUT
4073,PCDHGC3_PCDGK
4074,HERC4_HERC4
4075,ROR2_ROR2
4076,PGRMC1_PGRC1
4077,SIGLEC8_SIGL8
4078,PLA2G16_HRSL3
4079,DNAJC30_DJC30
4080,ST6GALNAC1_SIA7A
4081,TMEM132A_T132A
4082,TSSK2_TSSK2
4083,PLEK_PLEK
4084,SEC61B_SC61B
4085,CYP3A4_Cytochrome_P450_3A4
4086,PSMA1_PSA1
4087,PARP16_PAR16
4088,SPTLC1_SPTC1
4089,COX5B_COX5B
4090,COA3_CCD56
4091,DPP10_DPP10
4092,UGT1A6_UGT_1A6
4093,KIAA1467_K1467
4094,FGF3_FGF_3
4095,MRAP_MRAP
4096,DLG3_DLG3
4097,MDM1_MDM1
4098,VAMP3_VAMP3
4099,HP_HPT
4100,LRFN1_LRFN1
4101,SCN4B_SCN4B
4102,S100A7_S100A7
4103,CPD_CBPD
4104,AMY1A_Amylase__alpha_1A
4105,ST8SIA2_SIA8B
4106,FJX1_FJX1
4107,ADM_Adrenomedullin
4108,SEMA4C_SEM4C
4109,CD3G_CD3G
4110,SMCO2_CL070
4111,SPINT3_SPIT3
4112,ST6GALNAC5_SIA7E
4113,TPST1_TPST1
4114,EXOSC1_EXOS1
4115,SYT8_SYT8
4116,ADAM22_ADA22
4117,NDRG4_NDRG4
4118,LARGE_LARGE
4119,PQLC2L_CC055
4120,CUZD1_CUZD1
4121,KIR3DL3_KI3L3
4122,SEMA6A_Semaphorin_6A
4123,ENTHD2_AP4AT
4124,GLTPD2_GLTD2
4125,BTNL9_BTNL9
4126,VTI1A_VTI1A
4127,SLAMF1_SLAF1
4128,ITIH1_ITI_heavy_chain_H1
4129,MINOS1_MOS1
4130,SCG3_SCG3
4131,CDH7_CADH7
4132,POTEG_POTEG
4133,SPINK8_ISK8
4134,POTEM_POTEM
4135,CRTAM_CRTAM
4136,WFDC11_WFD11
4137,ART3_NAR3
4138,UNC5A_UNC5A
4139,FRRS1L_FRS1L
4140,B3GNT2_B3GN2
4141,B3GALT6_B3GT6
4142,MRPL32_RM32
4143,PCDHGC5_PCDGM
4144,NAALAD2_NALD2
4145,C1orf226_CA226
4146,IQCF1_IQCF1
4147,ASTL_ASTL
4148,ERO1LB_ERO1B
4149,VWC2L_VWC2L
4150,DOC2B_DOC2B
4151,ENTPD1_CD39
4152,KIR2DL5A_KI2LA
4153,TMPRSS5_Spinesin
4154,LGI3_LGI3
4155,GAPDHS_G3PT
4156,MXRA7_MXRA7
4157,DNAJB12_DJB12
4158,CTSB_Cathepsin_B
4159,HRK_HRK
4160,SURF1_SURF1
4161,PAPL_PAPL
4162,LMAN2L_LMA2L
4163,MANEA_MANEA
4164,DNAJC4_DNJC4
4165,FOXRED1_FXRD1
4166,VSIG2_VSIG2
4167,STMN3_STMN3
4168,MRPL14_RM14
4169,TPST2_TPST2
4170,SPINK5_SPINK5
4171,MCCD1_MCCD1
4172,DNAJC18_DJC18
4173,DRGX_DRGX
4174,C1orf198_CA198
4175,FSHB_FSHB
4176,NSDHL_NSDHL
4177,FAM177A1_F177A
4178,LEMD1_LEMD1
4179,SPINK9_ISK9
4180,COMP_COMP
4181,XG_XG
4182,KIR3DL3_KI3L3
4183,LGALS1_Galectin_1
4184,FTMT_FTMT
4185,AGGF1_AGGF1
4186,DNAJB14_DJB14
4187,DGCR2_IDD
4188,THPO_Tpo
4189,NRG2_NRG2
4190,FAM171B_F171B
4191,EVA1B_F176B
4192,PVR_Poliovirus_receptor
4193,PATE4_PATE4
4194,SYT9_SYT9
4195,KCNE3_KCNE3
4196,KIAA1161_K1161
4197,CD3E_CD3E
4198,DLG4_DLG4
4199,PCDHB7_PCDB7
4200,TMEM70_TMM70
4201,SPACA3_SACA3
4202,EID3_EID3
4203,MSMP_PSMP
4204,PLD5_PLD5
4205,ITM2B_ITM2B
4206,RNF13_RNF13
4207,C1orf210_CA210
4208,NR4A1_NR4A1
4209,KIAA1161_K1161
4210,CISD2_CISD2
4211,LIPN_LIPN
4212,TBXAS1_THAS
4213,SPON2_SPON2
4214,ADM2_ADM2
4215,C1orf186_CA186
4216,IL10RA_IL_10_Ra
4217,SSR1_SSRA
4218,TMEM234_TM234
4219,ZG16_ZG16
4220,C10orf35_CJ035
4221,MIF_MIF
4222,CDHR3_CDHR3
4223,EPHB2_EPHB2
4224,GXYLT1_GXLT1
4225,FLT1_VEGF_sR1
4226,ITIH5_ITIH5
4227,CHGB_SCG1
4228,C18orf32_CR032
4229,SOSTDC1_SOSD1
4230,CLEC2L_CLC2L
4231,SPINK1_TATI
4232,FUT8_FUT8
4233,ICAM5_sICAM_5
4234,SIGLEC14_SIG14
4235,ALK_ALK
4236,PTPRJ_PTPRJ
4237,NOTUM_NOTUM
4238,POMGNT1_PMGT1
4239,MRVI1_MRVI1
4240,UXS1_UXS1
4241,STOM_STOM
4242,TYMSOS_CR056
4243,TMPO_LAP2B
4244,HS3ST3A1_HS3SA
4245,ARSK_ARSK
4246,HSD17B7_DHB7
4247,IL31RA_IL31R
4248,STX7_Syntaxin_7
4249,PEAR1_PEAR1
4250,ADCYAP1_PACA
4251,APOH_b2_Glycoprotein_I
4252,GPNMB_GPNMB
4253,KDELC2_KDEL2
4254,DNAJC10_DJC10
4255,SSMEM1_CG045
4256,LILRA4_LIRA4
4257,PEX14_PEX14
4258,C12orf10_MYG1
4259,TNFRSF11B_OPG
4260,SULF2_SULF2
4261,PRRG1_TMG1
4262,C11orf68_CK068
4263,HYAL1_HYAL1
4264,ZG16B_U773
4265,DEFB119_DB119
4266,SPRED1_SPRE1
4267,SLTM_SLTM
4268,ZNF843_ZN843
4269,TFF3_TFF3
4270,ADH4_ADH4
4271,SIGIRR_SIGIRR
4272,DPEP2_DPEP2
4273,ETNK1_EKI1
4274,TCP11_TCP11
4275,GRAMD1C_GRM1C
4276,PTPRU_PTPRU
4277,DEFB110_DB110
4278,PAPOLG_PAPOG
4279,GPX7_GPX7
4280,DPP7_DPP2
4281,DEFB129_DB129
4282,PRSS57_PRS57
4283,SIGLEC12_SIG12
4284,SCN2B_SCN2B
4285,ISM1_ISM1
4286,OXT_NEU1
4287,SULT4A1_ST4A1
4288,PRDX3_Peroxiredoxin_3
4289,NCR1_NKp46
4290,KIAA1324L_K132L
4291,UST_UST
4292,C1orf115_CA115
4293,VSIG1_VSIG1
4294,TNFRSF1B_TNF_sR_II
4295,DAG1_DAG1
4296,CDHR1_CDHR1
4297,NGFR_NGF_R
4298,LHB_LSHB
4299,LDOC1_LDOC1
4300,DLK1_DLK1
4301,MAPKAPK5_MAPK5
4302,C11orf94_CK094
4303,PATE1_PATE
4304,SPAST_Spastin
4305,LRRC74A_CN16B
4306,COX7A1_CX7A1
4307,DEFB115_DB115
4308,RNASE2_RNase_2
4309,FAAH2_FAAH2
4310,QSOX2_QSOX2
4311,RARRES1_RAR_responsive_protein_TIG1
4312,STK17B_DRAK2
4313,GRP_Gastrin_releasing_peptide
4314,CYTL1_CYTL1
4315,FASN_Fatty_acid_synthase
4316,BOLA2_BolA_like_protein_2
4317,ADAM10_ADAM_10
4318,IGF1_IGF_I
4319,RSPO2_RSPO2
4320,CTNNB1_b_Catenin
4321,RSPO3_RSPO3
4322,NTM_NTRI
4323,AXIN2_AXIN2
4324,ADCYAP1_PACAP_27
4325,GHRL_ghrelin
4326,ADCYAP1_PACAP_38
4327,SNCA_a_Synuclein
4328,BMP6_BMP_6
4329,GH1_HGH
4330,RSPO4_RSPO4
4331,CTSH_Cathepsin_H
4332,KLK3_PSA
4333,IGFBP2_IGFBP_2
4334,RNASEH1_RNase_H1
4335,CHGA_CgA
4336,MMP10_MMP_10
4337,EFEMP1_FBLN3
4338,LEP_Leptin
4339,KEAP1_KEAP1
4340,ADAM30_ADA30
4341,TNFRSF10B_TRAIL_R2
4342,DMKN_Dermokine
4343,FAM134B_F134B
4344,PLVAP_PLVAP
4345,ARL8B_ARL8B
4346,SPINK14_ISK52
4347,CDCP1_CDCP1
4348,TMEM9_TMEM9
4349,LRP1_sLRP1
4350,GPNMB_GPNMB
4351,ERMAP_ERMAP
4352,RNF128_RN128
4353,ZPBP_ZPBP1
4354,LRRTM4_LRRT4
4355,DNAJC4_DNJC4
4356,ADAM10_ADAM_10
4357,G6B_G6B
4358,OLFML3_OLFL3
4359,PKDCC_PKDCC
4360,TRAPPC5_TPPC5
4361,PGRMC2_PGRC2
4362,C11orf73_HIKES
4363,TMEM106B_T106B
4364,CAV3_CAV3
4365,GAL3ST1_G3ST1
4366,GPC1_Glypican_1
4367,CRIM1_CRIM1
4368,GALNT11_GLT11
4369,CD74_HG2A
4370,CD1D_CD1D
4371,VCL_Vinculin
4372,NMU_NMU
4373,KCNE5_KCE1L
4374,PCDHA7_PCDA7
4375,A4GALT_a1_4_Galactosyltransferase
4376,DCUN1D5_DCNL5
4377,LILRA5_LIRA5
4378,ECE1_Endothelin_converting_enzyme_1
4379,BCL10_Bcl_10
4380,EFNB2_EFNB2
4381,EMILIN3_EMIL3
4382,FAM24B_FA24B
4383,ERLIN1_ERLN1
4384,NOG_Noggin
4385,PCDH10_PCD10
4386,FAM175A_F175A
4387,ARMC5_ARMC5
4388,FAM171B_F171B
4389,CA5A_Carbonic_Anhydrase_VA
4390,DPEP1_DPEP1
4391,TFRC_TR
4392,TTC17_TTC17
4393,PVRL1_nectin_1_gamma
4394,COL20A1_COKA1
4395,SNX1_SNX1
4396,HEPACAM_HEPACAM
4397,BAMBI_BAMBI
4398,TXN_Thioredoxin
4399,PSAPL1_SAPL1
4400,OLFML1_OLFL1
4401,CENPV_CENPV
4402,IFNGR2_INGR2
4403,PILRA_PILRA
4404,ESRP1_ESRP1
4405,BST2_BST_2
4406,TNFSF10_TRAIL
4407,CANX_Calnexin
4408,MFAP3L_MFA3L
4409,CASC4_CASC4
4410,MTX2_Metaxin_2
4411,C1S_C1s
4412,CILP2_CILP2
4413,GRAMD1C_GRM1C
4414,MYRF_MRF
4415,ADAMTS3_ATS3
4416,PLA2G2C_PA2GC
4417,SUN3_SUN3
4418,CLEC4A_CLC4A
4419,BATF3_BATF3
4420,CA11_CAH11
4421,PIK3R1_P85A
4422,CENPW_CENPW
4423,QPCTL_QPCTL
4424,PAEP_Glycodelin
4425,BTN2A1_BT2A1
4426,NPM1_NPM1
4427,SEC61G_SC61G
4428,CLN5_CLN5
4429,NRXN2_NRX2B
4430,EVA1C_F176C
4431,YTHDC1_YTDC1
4432,ADAM17_ADAM_17
4433,CACNA2D3_CA2D3
4434,NUDC_NUDC
4435,SMIM9_CX068
4436,CCPG1_CCPG1
4437,TMEM132B_T132B
4438,CPVL_CPVL
4439,PEAR1_PEAR1
4440,PARP1_PARP
4441,HNRNPAB_hnRNP_A_B
4442,LRRC37A2_L37A2
4443,UGT1A8_UD18
4444,NEO1_NEO1
4445,COX6C_COX6C
4446,KCNMB3_KCMB3
4447,LRTM2_LRTM2
4448,UGT2A1_UD2A1
4449,KCNE5_KCE1L
4450,GNPDA1_GNPI1
4451,SIGLEC11_SIG11
4452,STIM1_STIM1
4453,PTK2B_FAK2
4454,PABPN1_PABP2
4455,TMCC3_TMCC3
4456,GALNT16_GLTL1
4457,CALY_CALY
4458,RRM2B_RIR2B
4459,C7orf73_CG073
4460,BDP1_BDP1
4461,G0S2_G0S2
4462,ENTPD6_ENTP6
4463,MEF2C_MEF2C
4464,ABCC6_MRP6
4465,NLGN3_NLGN3
4466,MRPL21_RM21
4467,FAM175B_F175B
4468,NR1H4_NR1H4
4469,ADAM19_ADA19
4470,CLCA2_CLCA2
4471,CSPG4_CSPG4
4472,HDGF_HDGF
4473,MAP4K1_M4K1
4474,GLT8D1_GL8D1
4475,SCARF2_SREC_II
4476,ERLEC1_XTP3B
4477,CHL1_CHL1
4478,ADAM17_ADAM_17
4479,ERAP2_LRAP
4480,RPS6KB1_KS6B1
4481,VTI1B_Vti1_rp1
4482,DUSP26_DUS26
4483,CD14_CD14
4484,RIPK2_RIPK2
4485,NRXN1_NRX1A
4486,FCRL4_FCRL4
4487,COL15A1_COFA1
4488,RQCD1_RCD1
4489,B4GALNT1_B4GN1
4490,MAP4K3_M4K3
4491,CD200R1L_MO2R2
4492,THBS3_TSP3
4493,GOLM1_GOLM1
4494,SERAC1_SRAC1
4495,SCUBE1_SCUB1
4496,ATP1B3_AT1B3
4497,FCRL4_FCRL4
4498,TMEM2_TMEM2
4499,RIPK2_RIPK2
4500,SLAMF8_SLAMF8
4501,HS3ST4_HS3S4
4502,CEACAM3_CEAM3
4503,SLC3A1_SLC31
4504,SERPINA11_SPA11
4505,MARCO_MARCO
4506,LDLRAD4_CR001
4507,PLXNA1_PLXA1
4508,PRRG1_TMG1
4509,PRPF6_PRP6
4510,TMEM25_TMM25
4511,PRG3_PRG3
4512,NR1H2_NR1H2
4513,LCT_LPH
4514,PCDH10_PCD10
4515,HAVCR1_TIM_1
4516,DEFB132_DB132
4517,AHSP_AHSP
4518,BTNL8_BTNL8
4519,NLGN2_NLGN2
4520,MTPAP_PAPD1
4521,C17orf89_CQ089
4522,ROS1_ROS1
4523,MXI1_MXI1
4524,STX18_STX18
4525,JTB_JTB
4526,TOR1AIP1_TOIP1
4527,EPDR1_EPDR1
4528,TFIP11_TFP11
4529,CNTNAP5_CNTP5
4530,SLC27A2_S27A2
4531,SLC16A3_MOT4
4532,RSRP1_CA063
4533,IL32_IL32
4534,CRIP2_CRIP2
4535,MYZAP_MYZAP
4536,ADRM1_ADRM1
4537,TIMM21_TIM21
4538,RAPGEF5_RPGF5
4539,IGSF9B_TUTLB
4540,ARHGEF10_ARHGA
4541,RNF215_RN215
4542,JAKMIP3_JKIP3
4543,C17orf67_CQ067
4544,FAXDC2_CE004
4545,KIAA1024_K1024
4546,PENK_PENK
4547,MAN1A2_MA1A2
4548,SNTB1_SNTB1
4549,SLC30A3_ZNT3
4550,SEL1L2_SE1L2
4551,NHLRC3_NHLC3
4552,JPH3_JPH3
4553,SYTL4_SYTL4
4554,ANGPTL1_ANGL1
4555,CLEC4C_CLC4C
4556,MTFR1_MTFR1
4557,KIAA1324_K1324
4558,SYT5_SYT5
4559,C5orf46_CE046
4560,ZFYVE27_ZFY27
4561,LYSMD4_LYSM4
4562,ARMC10_ARM10
4563,SYT17_SYT17
4564,JPH4_JPH4
4565,UMODL1_UROL1
4566,ADAMDEC1_ADEC1
4567,HEPACAM2_HECA2
4568,IL36G_IL_1F9
4569,PSD2_PSD2
4570,FUT2_FUT2
4571,DOS_DOS
4572,MASP1_MASP3
4573,NT5DC3_NT5D3
4574,SLC26A5_S26A5
4575,FLRT3_FLRT3
4576,CCL26_Eotaxin_3
4577,IL17A_IL_17
4578,CSRP3_CSRP3
4579,MMP8_MMP_8
4580,PGM1_PGM1
4581,DSCAM_DSCAM
4582,MUC1_MUC1
4583,FAM3B_FAM3B
4584,NRG1_NEUREGULIN_1
4585,IFNGR2_INGR2
4586,LRP1_sLRP1
4587,IFNAR1_IFN_a_b_R1
4588,TFF1_TFF1
4589,HMGN1_HMGN1
4590,CXCL9_MIG
4591,CD63_CD63
4592,TFF2_Trefoil_factor_2
4593,LGALS7_Galectin_7
4594,LGALS9_LEG9
4595,UBE2G2_UB2G2
4596,TAGLN2_Transgelin_2
4597,ATP5O_ATPO
4598,POMC_Corticotropin_lipotropin
4599,CRYZL1_QORL1
4600,SERPINF1_PEDF
4601,CTSF_CATF
4602,FTCD_FTCD
4603,USP25_UBP25
4604,PLXNB2_PLXB2
4605,NENF_NENF
4606,EPHB3_EPHB3
4607,ITPRIPL1_IPIL1
4608,MANF_ARMET
4609,TMUB2_TMUB2
4610,CTRL_CTRL
4611,IMPAD1_IMPA3
4612,TFPI2_TFPI__2
4613,TWSG1_TWSG1
4614,PLXDC1_PXDC1
4615,ACP2_Lysosomal_acid_phosphatase
4616,SIRPG_SIRPG
4617,LYG1_LYG1
4618,PPT1_PPT1
4619,MYDGF_CS010
4620,TMEM9_TMEM9
4621,MAN2B2_MA2B2
4622,ABO_BGAT
4623,FCER1A_FCERA
4624,IL17C_IL_17C
4625,NPTX1_NPTX1
4626,TACO1_TACO1
4627,SIAE_SIAE
4628,CTSO_CATO
4629,GLIPR1_GLIP1
4630,TREM1_sTREM_1
4631,CPA4_CBPA4
4632,STIM1_STIM1
4633,CTSL_Cathepsin_L
4634,CPA2_CBPA2
4635,EPYC_Epiphycan
4636,CRISP2_CRIS2
4637,CD44_CD44
4638,SPR_SPRE
4639,FKBP7_FKBP7
4640,RMDN3_RMD3
4641,MFAP2_MFAP2
4642,PTPRD_PTPRD
4643,B3GNT8_B3GN8
4644,GADD45GIP1_G45IP
4645,DEFB118_DB118
4646,CD8B_CD8B
4647,AZGP1_AZGP1
4648,CBLN1_CBLN1
4649,PSG5_PSG5
4650,MUL1_MUL1
4651,WFDC1_WFDC1
4652,LRRC25_LRC25
4653,TMED4_TMED4
4654,NMB_NMB
4655,RCN1_RCN1
4656,ITIH2_ITI_heavy_chain_H2
4657,LYPD1_LYPD1
4658,TREML1_TRML1
4659,DEFB136_DB136
4660,ERP27_ERP27
4661,PSG9_PSG9
4662,TAC1_TKN1
4663,FKBP2_FKBP2
4664,FKBP14_FKB14
4665,PDGFD_PDGFD
4666,IL2RB_IL_2_sRb
4667,WFDC13_WFD13
4668,C1RL_C1RL1
4669,FSTL4_FSTL4
4670,CREG1_CREG1
4671,DLK2_EGFL9
4672,EDIL3_EDIL3
4673,PCDHAC2_PCDC2
4674,CT55_CX048
4675,EYS_EYS
4676,IL21R_IL_21_sR
4677,LRTM1_LRTM1
4678,LRRC4C_NGL1
4679,GGH_GGH
4680,MPZL2_MPZL2
4681,NNAT_NNAT
4682,KITLG_SCF
4683,FIBCD1_FBCD1
4684,SMIM10_CX069
4685,PLA2G12B_sPLA_2__XIII
4686,CHI3L2_CH3L2
4687,CAMP_Cathelicidin_peptide
4688,GAA_GAA
4689,TTC9B_TTC9B
4690,MCEE_MCEE
4691,PCSK1N_PCSK1
4692,MGAT4A_MGT4A
4693,CPQ_Aminopeptidase
4694,GALP_GALP
4695,TRABD2A_CB089
4696,DCBLD1_DCBD1
4697,TPSAB1_TRYB1
4698,ACVR2B_Activin_RIIB
4699,CPM_CBPM
4700,CTSK_cathepsin_K
4701,DGCR6_DGCR6
4702,C19orf18_CS018
4703,C4BPA_C4b_binding_protein_alpha_chain
4704,CDK2AP1_CDKA1
4705,UMOD_Uromodulin
4706,VEGFB_VEGF_B
4707,CAV2_CAV2
4708,FAS_Fas__soluble
4709,LMAN2_Lectin__mannose_binding_2
4710,METTL24_MET24
4711,ASGR2_ASGR2
4712,GPX5_GPX5
4713,PRPSAP1_KPRA
4714,NUDT9_NUDT9
4715,DSG2_Desmoglein_2
4716,DEFB125_DB125
4717,GHRH_Growth_hormone_releasing_factor
4718,C4orf32_CD032
4719,CXCL17_VCC1
4720,NMS_NMS
4721,RAB27A_RB27A
4722,APOL1_Apo_L1
4723,TMEM38B_TM38B
4724,NXPH2_NXPH2
4725,FGF22_FGF22
4726,PLA1A_PLA1A
4727,AIFM1_AIF
4728,ITM2C_ITM2C
4729,SPATA31D4_S31D4
4730,PTK7_PTK7
4731,CLPSL1_COLL1
4732,LST1_LST1
4733,WBP1L_WBP1L
4734,EDDM3A_EP3A
4735,B3GALT1_B3GT1
4736,COG8_COG8
4737,C7orf69_CG069
4738,GZMK_Granzyme_K
4739,9545_156_GZMK_Granzyme_K.txt.md5sum
4740,EMID1_EMID1
4741,TTC17_TTC17
4742,MANSC1_MANS1
4743,VCAN_CSPG2
4744,PAWR_PAWR
4745,FCAMR_FCAMR
4746,TXNDC11_TXD11
4747,BIN1_BIN1
4748,MNX1_MNX1
4749,SYT2_SYT2
4750,MANSC4_MANS4
4751,PRRG4_TMG4
4752,LAMC2_Laminin_gamma_2
4753,PRPF6_PRP6
4754,SUSD1_SUSD1
4755,RNF24_RNF24
4756,CLMP_ACAM
4757,COX7A2L_COX7R
4758,SLC30A5_ZNT5
4759,B4GALT2_B4GT2
4760,CSMD1_CSMD1
4761,PIANP_PIANP
4762,THSD7A_THS7A
4763,NUP210L_P210L
4764,PRR27_CD040
4765,ZNF275_ZN275
4766,TIGIT_TIGIT
4767,PDGFRL_PGFRL
4768,IGSF3_IGSF3
4769,MMP16_MMP_16
4770,MMRN2_EMILIN_3
4771,CCNB1IP1_CIP1
4772,GHDC_GHDC
4773,CD96_TACT
4774,FAF2_FAF2
4775,MSH2_MSH2
4776,DDX39B_BAT1
4777,DNAJA4_DNJA4
4778,EIF4E2_IF4E2
4779,MARK3_MARK3
4780,GSTM3_GSTM3_3
4781,YBX1_NSEP1
4782,EZR_Ezrin
4783,NQO2_Quinone_reductase_2
4784,ENAH_ENAH
4785,RPS4X_RS4X
4786,IDO1_INDO
4787,VASP_VASP
4788,HNRNPF_HNRPF
4789,NDE1_NDE1
4790,RIPPLY1_RIPP1
4791,DNER_DNER
4792,NLGN2_NLGN2
4793,RNF149_RN149
4794,RNF150_RN150
4795,TMEM52B_TM52B
4796,HERPUD2_HERP2
4797,DNAJC11_DJC11
4798,IER3_IEX1
4799,SYNE2_Nesprin_2
4800,BRSK2_BR_serine_threonine_kinase_2
4801,IGDCC4_IGDC4
4802,ADCK4_ADCK4
4803,CEL_CEL
4804,NDUFB8_NDUB8
4805,PNPLA2_PLPL2
4806,SEMA4B_SEM4B
4807,TNRC6B_TNR6B
4808,ARHGAP1_RHG01
4809,ISOC1_ISOC1
4810,NUP210_PO210
4811,DHFR_DYR
4812,FHIT_Fragile_histidine_triad_protein
4813,LDHC_LDHC
4814,SULT2A1_SULT_2A1
4815,VAV3_VAV3
4816,G3BP2_G3BP2
4817,HGD_HGD
4818,ADH1B_ADH1B
